BATCH_SIZE,CPU_PERC,RUN,TIME
2,0.0,0,7.146190404891968
2,0.0,1,7.2375383377075195
2,0.0,2,7.184110164642334
2,0.1,0,6.579730033874512
2,0.1,1,6.490642309188843
2,0.1,2,7.115247964859009
2,0.2,0,5.865814208984375
2,0.2,1,5.916337966918945
2,0.2,2,5.8315675258636475
2,0.30000000000000004,0,5.2397236824035645
2,0.30000000000000004,1,5.154824495315552
2,0.30000000000000004,2,5.277036905288696
2,0.4,0,4.494813919067383
2,0.4,1,4.623213768005371
2,0.4,2,4.538513422012329
2,0.5,0,4.196427345275879
2,0.5,1,3.8109230995178223
2,0.5,2,3.9055631160736084
2,0.6000000000000001,0,3.990407943725586
2,0.6000000000000001,1,3.958313465118408
2,0.6000000000000001,2,3.9639875888824463
2,0.7000000000000001,0,4.4120917320251465
2,0.7000000000000001,1,4.42576003074646
2,0.7000000000000001,2,4.412397623062134
2,0.8,0,4.910417556762695
2,0.8,1,4.9027419090271
2,0.8,2,4.8248395919799805
2,0.9,0,5.2454612255096436
2,0.9,1,5.307468891143799
2,0.9,2,5.290257453918457
2,1.0,0,5.7257773876190186
2,1.0,1,5.752051830291748
2,1.0,2,5.745479106903076
4,0.0,0,3.9273219108581543
4,0.0,1,3.9262092113494873
4,0.0,2,3.9340291023254395
4,0.1,0,3.730384588241577
4,0.1,1,3.712688684463501
4,0.1,2,3.720022439956665
4,0.2,0,3.488604784011841
4,0.2,1,3.547760009765625
4,0.2,2,3.4918243885040283
4,0.30000000000000004,0,3.2920584678649902
4,0.30000000000000004,1,3.290048122406006
4,0.30000000000000004,2,3.2886784076690674
4,0.4,0,3.1576128005981445
4,0.4,1,3.126030921936035
4,0.4,2,3.059072971343994
4,0.5,0,2.8661017417907715
4,0.5,1,2.8464887142181396
4,0.5,2,2.869188070297241
4,0.6000000000000001,0,3.1695749759674072
4,0.6000000000000001,1,3.1682522296905518
4,0.6000000000000001,2,3.168837308883667
4,0.7000000000000001,0,3.5872292518615723
4,0.7000000000000001,1,3.5829355716705322
4,0.7000000000000001,2,3.583742380142212
4,0.8,0,4.00721549987793
4,0.8,1,4.014042139053345
4,0.8,2,3.9888861179351807
4,0.9,0,4.411956548690796
4,0.9,1,4.402119398117065
4,0.9,2,4.402775764465332
4,1.0,0,4.809823751449585
4,1.0,1,4.808342456817627
4,1.0,2,4.8108086585998535
