BATCH_SIZE,CPU_PERC,RUN,TIME
1,0.0,0,18.04653811454773
1,0.0,1,19.049095630645752
1,0.0,2,18.04685878753662
1,0.1,0,16.064240217208862
1,0.1,1,17.0573890209198
1,0.1,2,16.075368404388428
1,0.2,0,15.064263582229614
1,0.2,1,15.046077489852905
1,0.2,2,15.023418426513672
1,0.30000000000000004,0,13.06984829902649
1,0.30000000000000004,1,13.087317705154419
1,0.30000000000000004,2,13.053396940231323
1,0.4,0,11.056523084640503
1,0.4,1,12.044074535369873
1,0.4,2,12.070205926895142
1,0.5,0,10.053603172302246
1,0.5,1,10.045181035995483
1,0.5,2,10.040882349014282
1,0.6000000000000001,0,11.082769393920898
1,0.6000000000000001,1,11.094822406768799
1,0.6000000000000001,2,11.073883056640625
1,0.7000000000000001,0,13.065083265304565
1,0.7000000000000001,1,13.058291912078857
1,0.7000000000000001,2,13.10154104232788
1,0.8,0,15.12238621711731
1,0.8,1,15.095308065414429
1,0.8,2,15.064319372177124
1,0.9,0,17.08275055885315
1,0.9,1,17.037938356399536
1,0.9,2,17.113206148147583
1,1.0,0,20.111941814422607
1,1.0,1,19.045950889587402
1,1.0,2,20.083609104156494
8,0.0,0,4.033008098602295
8,0.0,1,4.020593166351318
8,0.0,2,4.009262323379517
8,0.1,0,4.023815155029297
8,0.1,1,4.0252439975738525
8,0.1,2,4.003310203552246
8,0.2,0,4.031963586807251
8,0.2,1,4.010107517242432
8,0.2,2,4.005091190338135
8,0.30000000000000004,0,4.005272388458252
8,0.30000000000000004,1,4.028385877609253
8,0.30000000000000004,2,4.011195421218872
8,0.4,0,5.042808294296265
8,0.4,1,5.010714769363403
8,0.4,2,5.037095069885254
8,0.5,0,5.043506622314453
8,0.5,1,5.023734092712402
8,0.5,2,5.030094623565674
8,0.6000000000000001,0,6.008103609085083
8,0.6000000000000001,1,6.031146287918091
8,0.6000000000000001,2,6.016030311584473
8,0.7000000000000001,0,7.020865201950073
8,0.7000000000000001,1,7.015927314758301
8,0.7000000000000001,2,7.011181116104126
8,0.8,0,8.014095783233643
8,0.8,1,8.043421506881714
8,0.8,2,8.033814430236816
8,0.9,0,9.037027359008789
8,0.9,1,9.024461269378662
8,0.9,2,9.030327320098877
8,1.0,0,10.03480315208435
8,1.0,1,10.027477979660034
8,1.0,2,10.039461612701416
