BATCH_SIZE,CPU_PERC,RUN,TIME
1,0.0,0,15.009557247161865
1,0.0,1,15.0776047706604
1,0.0,2,17.0895254611969
1,0.1,0,13.063970565795898
1,0.1,1,13.018519401550293
1,0.1,2,13.018300533294678
1,0.2,0,12.05211591720581
1,0.2,1,12.050610303878784
1,0.2,2,12.046257495880127
1,0.30000000000000004,0,11.074984550476074
1,0.30000000000000004,1,11.066946029663086
1,0.30000000000000004,2,11.04801058769226
1,0.4,0,10.032853603363037
1,0.4,1,9.067789316177368
1,0.4,2,9.048712253570557
1,0.5,0,8.049153566360474
1,0.5,1,8.062649726867676
1,0.5,2,8.05596375465393
1,0.6000000000000001,0,7.06266188621521
1,0.6000000000000001,1,7.08943772315979
1,0.6000000000000001,2,7.052584409713745
1,0.7000000000000001,0,7.034393787384033
1,0.7000000000000001,1,7.043271780014038
1,0.7000000000000001,2,7.011874675750732
1,0.8,0,7.010533094406128
1,0.8,1,7.0645387172698975
1,0.8,2,7.021639347076416
1,0.9,0,8.086714029312134
1,0.9,1,8.011762142181396
1,0.9,2,8.014241933822632
1,1.0,0,8.046680688858032
1,1.0,1,8.047581911087036
1,1.0,2,9.042813062667847
8,0.0,0,3.0054221153259277
8,0.0,1,3.0327351093292236
8,0.0,2,3.02974009513855
8,0.1,0,3.0134434700012207
8,0.1,1,3.00244402885437
8,0.1,2,3.014953136444092
8,0.2,0,3.0444140434265137
8,0.2,1,3.029554605484009
8,0.2,2,3.0107297897338867
8,0.30000000000000004,0,3.0045764446258545
8,0.30000000000000004,1,3.00929856300354
8,0.30000000000000004,2,3.0097436904907227
8,0.4,0,3.0110268592834473
8,0.4,1,3.0125033855438232
8,0.4,2,3.010376214981079
8,0.5,0,3.046325922012329
8,0.5,1,3.0091347694396973
8,0.5,2,3.0117244720458984
8,0.6000000000000001,0,3.023231029510498
8,0.6000000000000001,1,3.0091958045959473
8,0.6000000000000001,2,3.0058507919311523
8,0.7000000000000001,0,4.013707399368286
8,0.7000000000000001,1,4.027892112731934
8,0.7000000000000001,2,4.028562784194946
8,0.8,0,4.02771782875061
8,0.8,1,4.015916585922241
8,0.8,2,4.005006790161133
8,0.9,0,5.007473707199097
8,0.9,1,5.014556407928467
8,0.9,2,5.016714811325073
8,1.0,0,5.009859085083008
8,1.0,1,5.019336223602295
8,1.0,2,5.0328826904296875
16,0.0,0,2.0032427310943604
16,0.0,1,2.0058603286743164
16,0.0,2,2.00872540473938
16,0.1,0,2.0097579956054688
16,0.1,1,2.006044626235962
16,0.1,2,2.024038076400757
16,0.2,0,2.002192974090576
16,0.2,1,2.0279462337493896
16,0.2,2,2.00601863861084
16,0.30000000000000004,0,2.004781723022461
16,0.30000000000000004,1,2.014572858810425
16,0.30000000000000004,2,2.0122129917144775
16,0.4,0,3.014338970184326
16,0.4,1,3.010589838027954
16,0.4,2,3.0302894115448
16,0.5,0,3.0296359062194824
16,0.5,1,3.008265256881714
16,0.5,2,3.031367540359497
16,0.6000000000000001,0,3.0188169479370117
16,0.6000000000000001,1,3.0274534225463867
