BATCH_SIZE,CPU_PERC,RUN,TIME
1,0.0,0,19.022411823272705
1,0.0,1,19.060178756713867
1,0.0,2,19.0378155708313
1,0.1,0,18.045347452163696
1,0.1,1,18.051058769226074
1,0.1,2,18.021296739578247
1,0.2,0,16.020041704177856
1,0.2,1,16.046056270599365
1,0.2,2,16.045554876327515
1,0.30000000000000004,0,14.05321979522705
1,0.30000000000000004,1,14.029505729675293
1,0.30000000000000004,2,14.068751811981201
1,0.4,0,13.065181255340576
1,0.4,1,13.050065994262695
1,0.4,2,13.048144102096558
1,0.5,0,11.066709280014038
1,0.5,1,11.128840208053589
1,0.5,2,11.052743434906006
1,0.6000000000000001,0,13.091129779815674
1,0.6000000000000001,1,13.098970890045166
1,0.6000000000000001,2,13.085814952850342
1,0.7000000000000001,0,15.071149587631226
1,0.7000000000000001,1,15.099471092224121
1,0.7000000000000001,2,15.061896800994873
1,0.8,0,17.064555883407593
1,0.8,1,17.0913507938385
1,0.8,2,18.11533212661743
1,0.9,0,20.07234025001526
1,0.9,1,19.102938652038574
1,0.9,2,20.08808970451355
1,1.0,0,23.033520698547363
1,1.0,1,24.06208562850952
1,1.0,2,23.055091857910156
8,0.0,0,4.032658100128174
8,0.0,1,4.0363640785217285
8,0.0,2,4.039307594299316
8,0.1,0,4.021397113800049
8,0.1,1,5.007598876953125
8,0.1,2,5.020337104797363
8,0.2,0,5.021369218826294
8,0.2,1,5.012959241867065
8,0.2,2,5.037534236907959
8,0.30000000000000004,0,5.0076234340667725
8,0.30000000000000004,1,5.019785404205322
8,0.30000000000000004,2,5.045372486114502
8,0.4,0,5.0143983364105225
8,0.4,1,5.027263641357422
8,0.4,2,5.038458585739136
8,0.5,0,6.015597105026245
8,0.5,1,6.008498191833496
8,0.5,2,6.010207176208496
8,0.6000000000000001,0,7.042516469955444
8,0.6000000000000001,1,7.028631925582886
8,0.6000000000000001,2,7.030184507369995
8,0.7000000000000001,0,8.016546487808228
8,0.7000000000000001,1,8.031740188598633
8,0.7000000000000001,2,8.006993293762207
8,0.8,0,9.036606550216675
8,0.8,1,9.014409065246582
8,0.8,2,9.014055967330933
8,0.9,0,9.014768600463867
8,0.9,1,9.04586672782898
8,0.9,2,10.022550106048584
8,1.0,0,10.046887159347534
8,1.0,1,10.013498544692993
8,1.0,2,10.042579174041748
16,0.0,0,4.019988059997559
16,0.0,1,3.0218701362609863
16,0.0,2,3.00724458694458
16,0.1,0,3.012707471847534
16,0.1,1,3.0165178775787354
16,0.1,2,3.014451265335083
16,0.2,0,4.009960412979126
16,0.2,1,4.018186569213867
16,0.2,2,4.011933088302612
16,0.30000000000000004,0,4.032684326171875
16,0.30000000000000004,1,4.012134075164795
16,0.30000000000000004,2,4.012550592422485
16,0.4,0,5.010438442230225
16,0.4,1,5.02721381187439
16,0.4,2,5.028273820877075
16,0.5,0,6.014166355133057
16,0.5,1,6.016935110092163
16,0.5,2,6.024873733520508
16,0.6000000000000001,0,6.010463714599609
16,0.6000000000000001,1,6.0148749351501465
